run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,50,train,50,0.72,31,1,83.63271389051458,0.8333333333333334,0.5,116.0,103.0,115.0,143.0,88.0,0.0,0.0,0.0,34.0,24.0,17.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,100,train,50,0.9,16,16,41.64445508789299,0.9583333333333334,0.5,184.0,178.0,217.0,202.0,70.0,0.0,0.0,0.0,21.0,26.0,23.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,23.0,20.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,150,train,43,1.1162790697674418,9,16,119.57398946130996,0.7083333333333334,0.5,158.0,186.0,183.0,166.0,86.0,0.0,0.0,0.0,11.0,17.0,22.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,200,train,50,1.4,23,16,122.9908212196614,0.7083333333333334,0.5,283.0,187.0,234.0,303.0,109.0,0.0,0.0,0.0,25.0,10.0,18.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,250,train,50,1.34,5,5,88.55784902523845,0.7916666666666666,0.5,355.0,284.0,257.0,237.0,155.0,0.0,0.0,0.0,21.0,33.0,21.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,300,train,50,1.3,1,1,153.95847642641564,0.5208333333333334,0.5,266.0,431.0,291.0,342.0,147.0,0.0,0.0,0.0,19.0,20.0,11.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,350,train,50,1.24,6,6,105.847672253299,0.6458333333333334,0.5,438.0,316.0,389.0,244.0,226.0,0.0,0.0,0.0,27.0,23.0,17.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,400,train,50,1.24,2,2,68.82979693391636,0.875,0.5,199.0,283.0,339.0,208.0,227.0,0.0,0.0,0.0,19.0,29.0,30.0,12.0,23.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,450,train,50,1.22,2,2,97.51623058477665,0.7083333333333334,0.5,229.0,276.0,326.0,281.0,188.0,0.0,0.0,0.0,20.0,21.0,13.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,500,train,50,1.5,13,13,99.67874012693909,0.7708333333333334,0.5,369.0,224.0,236.0,365.0,121.0,0.0,0.0,0.0,23.0,23.0,16.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,16.0,29.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,550,train,50,1.72,12,12,91.11732072960831,0.7916666666666666,0.5,228.0,334.0,325.0,297.0,133.0,0.0,0.0,0.0,22.0,16.0,20.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,600,train,50,1.96,18,18,76.10051984035198,0.8541666666666666,0.5,366.0,265.0,271.0,307.0,99.0,0.0,0.0,0.0,24.0,19.0,27.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,650,train,50,2.0,9,9,123.92894988502925,0.6458333333333334,0.5,350.0,259.0,376.0,266.0,82.0,0.0,0.0,0.0,19.0,16.0,23.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,700,train,50,2.12,20,20,111.29837407045115,0.7708333333333334,0.5,364.0,271.0,253.0,282.0,34.0,0.0,0.0,0.0,32.0,21.0,21.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,750,train,50,2.08,6,6,87.29593530261673,0.7916666666666666,0.5,389.0,243.0,471.0,370.0,75.0,0.0,0.0,0.0,14.0,13.0,26.0,27.0,22.0,0.0,0.0,0.0,0.0,0.0,26.0,27.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,800,train,50,2.08,4,4,123.45726877763778,0.6875,0.5,228.0,364.0,461.0,368.0,184.0,0.0,0.0,0.0,10.0,17.0,19.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,850,train,50,2.14,4,4,95.6476847620938,0.7291666666666666,0.5,419.0,343.0,393.0,324.0,213.0,0.0,0.0,0.0,24.0,24.0,12.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,900,train,50,2.14,3,3,139.42860140266333,0.6041666666666666,0.5,482.0,311.0,351.0,432.0,130.0,0.0,0.0,0.0,23.0,19.0,17.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,950,train,50,2.18,4,4,127.58690900251464,0.5833333333333334,0.5,469.0,274.0,277.0,528.0,305.0,0.0,0.0,0.0,14.0,13.0,11.0,26.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1000,train,50,2.34,8,8,89.58674749227978,0.7291666666666666,0.5,400.0,278.0,483.0,471.0,216.0,0.0,0.0,0.0,19.0,18.0,27.0,24.0,18.0,0.0,0.0,0.0,0.0,0.0,27.0,24.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1050,train,50,2.54,12,12,121.6255306946905,0.7083333333333334,0.5,350.0,176.0,316.0,587.0,87.0,0.0,0.0,0.0,36.0,9.0,18.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1100,train,50,2.72,16,16,99.77976712259348,0.7083333333333334,0.5,371.0,360.0,408.0,255.0,138.0,0.0,0.0,0.0,29.0,19.0,33.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1150,train,50,2.78,15,15,87.02234991201645,0.75,0.5,508.0,226.0,320.0,462.0,124.0,0.0,0.0,0.0,30.0,7.0,26.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1200,train,50,2.98,21,21,48.91370340600673,0.9375,0.5,226.0,229.0,222.0,461.0,76.0,0.0,0.0,0.0,30.0,19.0,17.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,17.0,30.0,0.0,0.0,0.0,0.0
C4__lamarckian__s1,C4__lamarckian,C4,C4,lamarckian,1,1250,train,50,3.08,16,16,103.20375102407206,0.7291666666666666,0.5,306.0,328.0,188.0,359.0,121.0,0.0,0.0,0.0,24.0,16.0,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0
