run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,50,train,50,0.74,36,6,76.58998482784008,0.8541666666666666,0.5,126.0,162.0,95.0,104.0,43.0,41.0,0.0,0.0,19.0,33.0,15.0,17.0,11.0,11.0,0.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,100,train,50,1.12,17,17,63.81340948442344,0.9166666666666666,0.5,162.0,147.0,119.0,117.0,20.0,24.0,0.0,0.0,29.0,26.0,16.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,16.0,15.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,150,train,47,1.4042553191489362,18,21,143.66895463296217,0.7291666666666666,0.5,170.0,153.0,144.0,151.0,42.0,35.0,0.0,0.0,27.0,13.0,13.0,17.0,14.0,8.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,200,train,50,1.62,22,19,76.35559230874308,0.8541666666666666,0.5,294.0,298.0,188.0,179.0,43.0,47.0,0.0,0.0,36.0,21.0,21.0,14.0,9.0,9.0,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,250,train,50,1.66,27,27,82.65659124358324,0.8333333333333334,0.5,177.0,193.0,232.0,222.0,64.0,82.0,0.0,0.0,19.0,25.0,23.0,15.0,4.0,6.0,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,300,train,50,1.86,16,16,73.31102004931316,0.8333333333333334,0.5,171.0,208.0,225.0,171.0,29.0,33.0,0.0,0.0,21.0,28.0,22.0,12.0,6.0,9.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,350,train,50,2.12,20,20,116.03510989329786,0.7291666666666666,0.5,203.0,222.0,188.0,195.0,70.0,71.0,0.0,0.0,22.0,19.0,14.0,15.0,7.0,12.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,400,train,50,2.18,21,21,79.78450509804942,0.7708333333333334,0.5,298.0,267.0,173.0,189.0,68.0,63.0,0.0,0.0,34.0,22.0,17.0,15.0,9.0,10.0,0.0,0.0,0.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,450,train,50,2.22,16,16,69.36137341986074,0.8333333333333334,0.5,222.0,239.0,272.0,213.0,59.0,75.0,0.0,0.0,17.0,25.0,22.0,22.0,10.0,11.0,0.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,500,train,50,2.32,24,24,72.39403420640687,0.8541666666666666,0.5,259.0,243.0,221.0,225.0,50.0,55.0,0.0,0.0,26.0,15.0,24.0,16.0,11.0,10.0,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,550,train,50,2.98,25,25,108.11859840687293,0.7083333333333334,0.5,257.0,253.0,206.0,236.0,48.0,49.0,0.0,0.0,24.0,28.0,18.0,17.0,7.0,4.0,0.0,0.0,0.0,0.0,18.0,17.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,600,train,50,3.0,29,29,100.60571280250821,0.875,0.5,191.0,198.0,190.0,194.0,71.0,75.0,0.0,0.0,17.0,19.0,17.0,24.0,12.0,8.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,650,train,50,3.14,19,19,76.17051666917277,0.7916666666666666,0.5,261.0,257.0,197.0,201.0,70.0,96.0,0.0,0.0,22.0,27.0,15.0,23.0,9.0,5.0,0.0,0.0,0.0,0.0,15.0,23.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,700,train,50,3.28,28,28,116.83676391454505,0.7291666666666666,0.5,240.0,235.0,213.0,210.0,48.0,44.0,0.0,0.0,26.0,20.0,16.0,24.0,2.0,4.0,0.0,0.0,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,750,train,50,3.52,24,24,95.19192786204775,0.7916666666666666,0.5,235.0,246.0,202.0,194.0,21.0,16.0,0.0,0.0,18.0,30.0,17.0,19.0,8.0,4.0,0.0,0.0,0.0,0.0,17.0,19.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,800,train,50,3.76,11,11,69.51700954027474,0.8541666666666666,0.5,221.0,245.0,160.0,169.0,35.0,29.0,0.0,0.0,23.0,34.0,11.0,13.0,4.0,7.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,850,train,50,4.18,35,35,104.61631433345477,0.75,0.5,247.0,228.0,165.0,164.0,38.0,52.0,0.0,0.0,17.0,19.0,24.0,27.0,7.0,10.0,0.0,0.0,0.0,0.0,24.0,27.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,900,train,50,4.2,27,27,62.07602650672972,0.8958333333333334,0.5,215.0,206.0,222.0,239.0,50.0,63.0,0.0,0.0,36.0,20.0,20.0,19.0,7.0,9.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,950,train,45,4.2444444444444445,9,14,118.79775252000366,0.6875,0.5,175.0,176.0,149.0,141.0,29.0,35.0,0.0,0.0,19.0,23.0,11.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1000,train,49,4.408163265306122,25,21,86.16100167640883,0.875,0.5,168.0,182.0,208.0,246.0,53.0,66.0,0.0,0.0,28.0,26.0,18.0,18.0,8.0,11.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1050,train,38,4.473684210526316,17,28,77.93655430195469,0.8541666666666666,0.5,235.0,227.0,137.0,137.0,46.0,34.0,0.0,0.0,20.0,27.0,22.0,11.0,12.0,5.0,0.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1100,train,30,5.3,23,31,103.62783114073834,0.8333333333333334,0.5,175.0,161.0,184.0,201.0,14.0,25.0,0.0,0.0,27.0,16.0,20.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1150,train,43,5.372093023255814,27,14,148.05449176728138,0.6875,0.5,111.0,97.0,155.0,181.0,37.0,43.0,0.0,0.0,20.0,11.0,12.0,20.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,20.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1200,train,50,6.06,27,20,104.14434345217376,0.7708333333333334,0.5,237.0,227.0,192.0,238.0,58.0,75.0,0.0,0.0,18.0,18.0,20.0,20.0,7.0,10.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1250,train,49,6.122448979591836,20,21,92.88474258796774,0.8125,0.5,220.0,235.0,245.0,219.0,53.0,54.0,0.0,0.0,20.0,24.0,23.0,17.0,9.0,15.0,0.0,0.0,0.0,0.0,23.0,17.0,0.0,0.0,0.0,0.0
C1_p9__baldwinian__s1,C1_p9__baldwinian,C1_p9,C1,baldwinian,1,1300,train,50,5.62,25,24,97.14457952456584,0.7916666666666666,0.5,198.0,218.0,192.0,200.0,99.0,97.0,0.0,0.0,22.0,16.0,12.0,24.0,12.0,7.0,0.0,0.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0
