run_id,cell_id,condition,family,inheritance_mode,seed,window_end_tick,phase,population,mean_generation,births,deaths,total_stock,suppressed_fraction,coverage_realised,opportunities__train__m0__c0,opportunities__train__m0__c1,opportunities__train__m1__c0,opportunities__train__m1__c1,opportunities__heldout__m0__c0,opportunities__heldout__m0__c1,opportunities__heldout__m1__c0,opportunities__heldout__m1__c1,defections__train__m0__c0,defections__train__m0__c1,defections__train__m1__c0,defections__train__m1__c1,defections__heldout__m0__c0,defections__heldout__m0__c1,defections__heldout__m1__c0,defections__heldout__m1__c1,penalties__train__m0__c0,penalties__train__m0__c1,penalties__train__m1__c0,penalties__train__m1__c1,penalties__heldout__m0__c0,penalties__heldout__m0__c1,penalties__heldout__m1__c0,penalties__heldout__m1__c1
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,50,train,50,0.84,38,8,87.96389123472173,0.8333333333333334,0.5,385.0,0.0,0.0,227.0,126.0,0.0,0.0,0.0,49.0,0.0,0.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,100,train,50,1.02,12,12,67.49620089086577,0.875,0.5,333.0,0.0,0.0,264.0,96.0,0.0,0.0,0.0,46.0,0.0,0.0,25.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,150,train,50,1.2,20,20,62.41958077642053,0.8958333333333334,0.5,426.0,0.0,0.0,401.0,71.0,0.0,0.0,0.0,46.0,0.0,0.0,36.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,200,train,50,1.4,25,25,108.15663435386868,0.7291666666666666,0.5,388.0,0.0,0.0,374.0,108.0,0.0,0.0,0.0,45.0,0.0,0.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,250,train,50,1.64,22,22,60.52906405855753,0.9166666666666666,0.5,453.0,0.0,0.0,381.0,95.0,0.0,0.0,0.0,47.0,0.0,0.0,29.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,300,train,50,1.56,11,11,75.14462717801027,0.8333333333333334,0.5,362.0,0.0,0.0,514.0,150.0,0.0,0.0,0.0,66.0,0.0,0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,350,train,50,1.48,15,15,124.00088863525858,0.625,0.5,441.0,0.0,0.0,383.0,107.0,0.0,0.0,0.0,50.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,400,train,50,1.44,11,11,66.62304926591426,0.8958333333333334,0.5,505.0,0.0,0.0,555.0,96.0,0.0,0.0,0.0,88.0,0.0,0.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,450,train,50,1.34,10,10,58.159570966267665,0.8333333333333334,0.5,497.0,0.0,0.0,597.0,64.0,0.0,0.0,0.0,71.0,0.0,0.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
C2_p9__lamarckian__s1,C2_p9__lamarckian,C2_p9,C2,lamarckian,1,500,train,50,1.58,15,15,82.37180813127719,0.7708333333333334,0.5,526.0,0.0,0.0,506.0,39.0,0.0,0.0,0.0,61.0,0.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0
